id,post_text
485,"assalamualaikum bhai, aik dafa 48, 35  aur aaj pir 7 din ka challenge jari he but aik masla he, jab b rath kho muje ihtelam hota he to koir khas maza nahi ata he aur jalan b hoti uzo khaas tansil me, please koi help karde Meri Kya waja he, maza bilkol b nahi ata he."
486,یا اللّٰہ ہم سب کو مشت زنی جیسے ذلت سے بچائے
487,"Alhumdulillah 
 AJ mare challenge ka 36 din hogye mare age 18 hain pechle taqriban 6 saal sa main is gunah ma mubtilah Raha hoon lakin Mera waight musalsal barh Raha tha 70 kg tak gya ha lakin last 2 year sa jab sa main na challenge start Kia ha Kam horaha or ab 58 hogya ha or musalsal kam hi hora ha ab hisab Laga lakin Ramzan ki bad Mera waight 61..kg tha yar 
 Kam bi skht ha or weight bi gain ni hora"
488,"Rasool Allah ﷺ ne farmaya:
""Meri ummat ke liye din ke shuru ke hisse (Subhu) mein barkat rakhi gayi hai.""
(Tirmidhi)
Assalam-o-Alaikum! Allah aap ke rizq aur waqt mein barkat ata farmaye. See less"
489,"اپنی پرانی عادات، منفی سوچ، اور کمفرٹ زون (comfort zone) کو جان بوجھ کر ختم کرنا تاکہ آپ ایک بہتر انسان بن سکیں. اگر آپ نے خود کو نہیں بدلا، تو آپ کے پرانے انداز اور طرزِ زندگی آپ کے مستقبل اور ترقی کو برباد کر دیں گے.
چیلنج شروع کرنے سے پہلے پہاڑ لگتا تھا ، جب شروع کیا تو بہت مشکل لگا پر سیکھنے اور عمل کرنے کے بعد اب میں اس کو چیلنج نہی لائف سٹائل کہتا ہوں اور بالکل نارمل لگتا  ہے 
الحمدللہ خوشی اس بات کی نہی کی 90 دن کا چیلنج پورا ہو پر اس بات کی ہے کہ بری عادتوں سے نکل چکا اور اپنی اصل والی زندگی جینا شروع کیا 
کہنا بس یہی ہے کہ یہ زندگی جینے کا سٹائل کہ کوئی بہت بڑی سائنس نہی کرنا بس اتنا ہے کی ایڈمنسٹریٹر کی گائیڈنس پر عمل کرنا ہے ، صرف سوچنے سے کچھ نہی ہوگا عمل کرو گے تو کامیاب ہو جاؤ گے 
تمام ایڈمنز کا بہت بہت شکریہ جنہوں نے قدم قدم پر گائیڈ کیا موٹیویشن دی اور تمام ممبرز کا شکریہ جن لوگوں کو دیکھ کر میں نے یہ شروع کیا 
اللہ سیدھے راستے پر چلنے والا بنائے ، جو بھائی بھی کوشش کر رہا ہے اللہ اس کو کامیابی عطا فرمائے See less"
490,Asalam o alaikum bhayion aj AP se Kuch baten share krna chata Hoon mere challenge ko aj alhamdulillah 12 din ho gy hain wese to SB chl rha he lekin kbi kbar bhot sakht qisam ki shehwat ati he jese andar koi tufaan macha ho walk b krta Hoon exercise b lekin muje face book pe larkiyion ki normal pics dekhen ki adat ha na dekhoon tou Dil bechain hota he sb se bara msla ye he k Meri kahin job nhi lg rhi  me bilkul farig Hoon Dua b krta Hoon lekin Kuch farq ni prta ab me din ba din mayoos hota ja rha hoo alhamdulillah Kisi cheez ki kami nhi Jo cheez mangta Hoon Allah pak de deta he me apne ma baap ka aik hee sehi beta Hoon dusra Bhai mazoor hai bachpan se Ghar ka mahol b sakht ha hr waqt larai jhagray jis ki waja se muje zehni skoon nhi he depression anxiety ocd ye SB bimaraiyan hain muje koi dost b nhi he jis se dil ki baat keh skoo or pta ni muje aisa lgta he jese Mera dimagh kaam ni kr rha ya koi rohani msla he ya Kuch or Kuch smj ni ati Dunia dari kee koi smj ni he k sabzi kese laten hain hospital me kese check up waghera zada tar Ghar me hee rehta hoo FSC kia hova he AP log plz muje guide kren bhot meherbani hogee Ap logon kee See less
491,"السلام علیکم 
اگر تھوڑا ٹائم ہو تو یہ مکمل پڑھ لیجئے گا جزاک اللہ
زندگی میں اتنا بڑا چیلنج اج میں نے پہلی دفعہ کیا لیکن افسوس کی بات یہ ہے کہ یہ چیلنج اج میرا ٹوٹ گیا مایوس نہیں ہوں اللہ رب العزت کی رحمت سے لیکن دل رو رہا ہے کہ اللہ رب العزت ناراض ہو گئے ہیں اللہ رب العزت کو منانا اسان ہے اللہ تعالی مجھے اللہ کو منانے کی توفیق عطا فرمائے دعاؤں کی درخواست ہے اور یہ درخواست ہے کہ اس سے بھی زیادہ لمبا چینل میں لے کے جاؤں یہ میرا زندگی میں پہلی بار اتنا بڑا چیلنج مکمل ہوا تھا جو کہ ٹوٹ گیا ہے پھر بھی ہار نہیں مانی انشاءاللہ شیطان کی کمر توڑنی ہے انشاءاللہ اس غلاظت سے مکمل طور پر نکل جائیں گے اللہ رب العزت کی رحمت سے اللہ رب العزت کی مہربانی سے تمام احباب سے دعاؤں کو درخواست ہے
کسی بھائی کو سوال کرنا ہو یا رہنمائی لینے ہو مجھ سے بھی لاچک پوچھ سکتے ہیں انشاءاللہ اللہ کو حاضر ناظر رکھ کے میں سارے سوالات کے جوابات صحیح صحیح دوں گا See less"
492,السلام علیکم گروپ حضرات کیا حال ہے امید کرتا ہوں سب خیریت سے ہوں گے اچھا اپ لوگوں سے ایک سوال ہے کہ میں نے روز ایک عادت ڈالی ہے میں نے ارادہ کیا ہیں اج سے کہ میں روزانہ سو100 بار جمپ کروں گا حالانکہ میں نے صبح کیا ہے اور پھر میں نے ہاتھ سے اینٹ اٹھائے اوپر نیچے کیا 15 بار دائیں ہاتھ سے 15 بار بائیں سائیڈ سے تو کیا یہ میرا روز کا پلان ٹھیک ہے 90 دن تک یہی پلان ہے انشاءاللہ اور اپ اس کے فائدے بھی بتائیں کیا میں 90 دن تک ٹھیک ہو جاؤں گا اگر میں نے روزانہ پیلان فالو کیا ہاں ایک اور بات مشت زنی کی ہے 16 سال سے اب اس سے نکلنا چاہتا ہوں اس لیے میں نے یہ عادت روزانہ ڈالی ہے کہ میں جلدی اپنی حالت میں ا جاؤں 90 دن تک پلیز رہنمائی فرمائی See less
493,میں جب بغیر پورن دیکہے ماسٹربیشن کرتا ہوں تو میری ٹائمنگ 15 منٹ سے زیادہ ہوتی ہے۔ لیکن جب پورن دیکھ کے ماسٹربیشن کرو تو 30 سیکنڈ بھی ٹائمنگ بھی نہیں ہوتی۔ میری عمر 17 سال ہے اور چیلینج کو 21 دن ہو گئے ہیں۔
494,Assalamualaikum yar Bhai mujhy ahtlam bht horha ha kia kru kbhi kbhi 1 do din chor k y phr 3 4 Dan lgatar kia gond kteera khany sa sahi hojayga
495,"ایک طویل عرصے سے میں اس گروپ کا ممبر ہوں میں نے بھی چیلنج سٹارٹ کیا ہے الحمدللہ ثابت قدم بھی ہوں چیلنج مکمل کرنے کے لیے سب سے پہلے نماز کا پابند ہونا پڑتا ہے اور دوسری سب سے اہم چیز ایڈمن کی طرف سے حوصلہ افزائی 
ایڈمن کا ہر موقع پر صحیح نصیحت کرنا یہ بھی ایک صدقہ جاریہ ہے جس کا یقینا بہت اج اجر ہے
 اپنے چیلنج میں جتنی اپ خود کی حوصلہ افزائی کرتے ہیں ایڈمن ک کی بھی اتنی حوصلہ افزائی ہونی چاہیے"
496,"الحمدللہ آج 30 دم مکمل بہت اچھا فیل ہو رہا ہے آپ سب لوگ میرے لیے دعا کریں کہ اللہ پاک مجھے چیلینج میں کامیابی عطاء فرمائے
لیکن ایک مسئلہ بھی ہے کہ تھوڑے بہت گندے خیالات بھی آتے ہے اور تھوڑا بہت ارجز بھی تنگ کرتی ہے میں نے انشاء اللہ یہ چیلینج مکمل کرنا ہے۔۔
آپ لوگ میرے لیے دعا کریں جزاک اللہ خیرا"
497,Ma namaz be phr Ra hu jab sa challenge start Kia ha 43 dafa challenge end ho gy ha Kia karu ma tension ma hu ma
498,اسلام و علیکم ورحمۃ اللہ وبرکاتہ امید ہے سب خیریت سے ہوں گے الحمدللہ چیلنج کو 15 دن ہو گئے ہیں لیکن طبیعت میں کافی فرق ہے شدید غصہ چیڑ چیڑا پن سر درد کوئی بھی بات جو بری لگ جائے اس کو سوچتے جانا عجیب سی کیفیت ہے کچھ سمجھ نہیں آتی کیا کرو کدھر جاؤں کوئی ایسا بندہ ہو جو موٹیویٹ کرے مجھے سمجھائے مجھ سے بات کریں حوصلہ دے اور میرا ساتھ دے
499,Alhamdullilah 31 days ho gaya main aj apni 31 days ki journey share kroon ga main na jab challenge start kiya tu bahot muskil houi bahot bar releaps houa phela 5 din control rehta lakin 6 ya 7 din ko releaps ho jata 5 sa le kr 10 din bahot he muskil stage ha bahot muskil sa control hota ha Alhamdullilah us pa main na control kiya aur 11 sa 20 din main urges bilkul khatam ho gaya tha jasa sab kuch bejaan ho gaya ho matlab morning erection ho rhi thi lakin urges bilkul khatam ho gaya tha 21 din k bad thora thora urges ana lag gaya tha lakin Alhamdullilah control main ha ab koi bura kaam krna ka dil nahi krta aur bahot acha feel kr rha hoon kosish krta rhoo mera bahot bar releaps houa but main na haar nahi mani aur kosish krta rha Alhamdullilah ab muja apni manzil bahot qareeb nazar a rhi ha See less
500,Assalamu Allikum bhai December main shadi hai chalange start h kia mri ireection issue thik ho jye ga please btye m zehni tentin ka shikar hun bht
501,Shadi ko 1 mahina hova hai dakhol karte hi farig ho jata hon challenge bhi pora kiya koi hall btain
502,پیشاب رکھ رکھ کر آتا ہے پریشر سے نہیں آتا ۔ رپورٹ کروائی ہے بلکل ٹھیک ہے ۔ انفکشن بھی نہیں ہے ۔ گردے اور مثانے میں پتھری بھی نہیں ہے ۔ سب کچھ ٹھیک ہے ۔ لوگ کہتے ہیں مثانے کے اور پیشاب کی نالی کے پٹھے کمزور ہیں ۔ کیا یہ سچ ہے ۔ برائے مہربانی رہنمائی فرمائیں ؟
503,"اسلام علیکم
میرا آج کا سوال یہ ہے
کیگل ایکسرسائز کونسی بہترین ہے جو ویڈیو میں ہے جس کا لنک نعمان بھائ بھیجتے 
یا جو لوگ کہتے کہ اپنے مسلز کو کچھ سیکنڈ سکیڑیں اور پھر ڈھیلا چھوڑ دیں؟"
504,Assalam o Alaikum...meny 6/7 sal hand practice bhtt ki he..ab ja k mehsos hta he ghlti ki he..msla ab ye arha he.timing zero he sex me...aur ab aisy khud se erection bilkul ni ati...jesy nfs me kuch ho e na...preshani he kafi stand e nai hta aisy..agr hta h forn beth jata he...r many aik hfty se dry fruit ka juice lena shuru kr dia he subh ko...lkn halat wesi he..dimgh py yai btt sawar he...agy shadi hogi kia krun ga...dusri btt.walk b shuru ki hwi he 3sra din he aj...kuch bta dyn kia erection wala msla thkk ho jye ga.skhti aa jye g ya ab aisy e rahy ga...jazak Allah... See less
505,Bhai assalamualaikum ais ke bare me batao must zani se Kya Banda mout ki taraf jata ha me tu pehly wasaif ka Shekar hu ais ke read ke bad or dar gya
506,Age 17 Sperm bilkul jelly ki trah or color yellosh hugya h iska kya mtlab h or size bhi bta den 5 inch with erection or 1.5 inch kabhi kabhi aam tor pe
507,"السلام وعلیکم 
میرا 38 دونوں کا چیلنج کل شدید ڈپریشن کی وجہ سے ٹوٹ گیا۔
اس کا کوئی حل ہے ؟"
508,"Ajj mera 19th day hai, lakin last 3 days m mjy 3 dfa night fall hoa hai. Is 19 days m , m n koi pornography aur Masturbation naii k. Guide kry please."
509,"Hadith of prophet Muhammad (SAW)
#hadithoftheday 
#photographychallengechallenge See less"
510,Facebook par reels or video ka option kasy off krty hy har bar reel dekh kr challang tor leta hu phir khud ko kosta hu plz koi samjha day
511,"السلام علیکم امید کرتا ہوں سب بھائی خیریت سے ہوں گے میرا مسئلہ یہ ہے کہ میری شادی کو دو سال کا عرصہ ہو چکا ہے اللّه  پاک نے اولاد بھی دی ہے اور اس بری عادت کے بارے میں جو  بہت ساری معلومات ہیں اور اس کو ہرانے کے جنگ میں لگا ہوا ہوں اللہ پاک خیر کریں گے اور انشاءاللہ جو  ہمت دیں گے میرا مسئلہ یہ ہے اس سے بچنے کی تو کوشش کر لیتا ہوں لیکن میں ایک اور چیز میں پھنس چکا ہوں میں ایک پریشانی اور غصے کو کنٹرول کرنے کے لیے بھنگ کا استعمال کرتا ہوں لیکن تھوڑی سی مقدار میں کیا یہ میرے لیے صحت مند ہے یا نقصان ہے بعض اوقات اس سے میرا چیلنج ٹوٹ بھی چکا ہے برائے مہربانی سینیئر بھائی مجھے کوئی اچھا سا مشورہ دیں اس پوری لت سے ہمیشہ کے لیے جان چھوٹ جائے تاکہ میں ایک اچھے راستے پر اپنی زندگی بسر کر سکوں 
Thank you See less"
512,"اسلام علیکم
مجھے صبح اریکشن نہیں ہوتی کیا کروں؟ 
میری روٹین
صبح دو روٹیاں دہی کے ساتھ کھاتا ہوں 
اس کے بعد ڈیڑھ بجے تک پانی پیتا ہوں 
ڈیڑھ بجے دوپہر کا کھانا کھاتا ہوں 
اس کے بعد پانچ بجے ملک شیک کیلے کا پیتا ہوں 
اس کے بعد آٹھ بجے کھانا کھا کر ریسٹ کر کے سو جاتا ہوں 
تین وقت دن میں کیگل ایکسرسائز کرتا ہوں See less"
513,Kal bech pe gye  the bndo ko le k vd shot kely wha mhol ka to pta ha pir rat ko mjborn room chnge krna pra pilhy jis room me tha udar acha tha likn jase hi dosri jga pe aya rat ko brdsht kia subah nend se ut kar  pm krli hp nhi  krta. jb blnkt me kra huta ha to control nhi krpata ab kia wja hoskta ha rom chnge krne ki wja se sab brbad hogia pihly b is jga gunah hota tha ab jab dobra wapis aya to huwa 1 week udr acha tha kab b irada nhi bdla buria ki traf
514,السلام علیکم ورحمۃ اللہ وبرکاتہ امید کرتا ہوں سب خیریت سے ہوں گے میں نے مشن سٹارٹ کیا ہے کچھ عرصے بعد ٹوٹ گیا تھا ابھی دوبارہ سٹارٹ کیا ہے موٹیویٹ کریں میں فیملی پرابلمز کی وجہ سے تھوڑا جذباتی ہو جاتا ہوں اور اکثر ٹینشن میں رہتا ہوں گناہوں سے کافی دور ہوں نماز پڑھتا ہوں لیکن کچھ سمجھ نہیں اتی اکثر سر  درد پریشانی رہتی ہے جزاک اللہ اپنی رائے کا اظہار ضرور کیجئے
515,Assalamu Allikum bhai chalange acha ja rha hai please btyen Dec m shadi h kia mri recovery ho jye gi inxity b km hogi please or shahwat???
516,"پچھلے ایک ہفتے سے میں نے چیلنج رکھا تھا اج پھر ٹوٹ گیا پتہ نہیں کنٹرول نہیں ہوتا بہت پریشان ہوں اس سے قسم سے یار بہت پریشان ہو
اب میں کیا کروں اپنا موبائل بھیج دو یا کیا کروں کوئی ایسے طریقہ ہے یار اپ بھائی بتاؤ تاکہ میں اس اس بیماری سے میرا چھٹکارا پاؤں اب تین چار مہینے بعد شادی یہ پچھلے چھ سات سالوں سے میں بیکار کام میں مبتلا ہوں کہ کیا کروں یار پتہ نہیں بہت پریشان ہو قسم سے بہت رونا ا رہا ہے کہ پتہ نہیں میں کیوں ایسے ہوں"
517,"Hand practice ni karta 2 sal ho gaay hand practice chory  wife door hai to wife se bat karte releasing ho jati hai kya koi masla to ni hai
Hr tarha ki baty hoti hai wife se to kbhi kbar release hota hai or drop b aa jaty hn daily ni kbhi week bad"
518,"آج کا سوال
 کیا میسٹربیشن کرنے سے سپرم مردہ ہو جاتے ہیں؟ 
کیا بعد میں اولاد نہیں ہوتی؟"
519,بھائی میں اپ سب سے گزارش ہے پلیز میرا ایک مسئلہ سب بھائی اپنا اچھا مشورہ دے دیں میں کیا کروں میرا کوئی دوست نہیں بنتا میں جس کو بھی دوست بناؤں تو وہ پانچ سے سات دن میرے ساتھ بات کرتا ہے پھر اس کے بعد وہ مجھ سے بیزار ہوتا ہے میں یہ سوچتا ہوں کہ یہ میرے ساتھ کیوں ہوتا ہے لیکن ممیں تو بہت کمپرومائز کرتا ہوں اگر وہ مجھ سے پیسے مانگ لے جو بھی چیز میں اس کو دیتا ہوں لیکن میں یہ چاہتا ہوں کہ یہ میرا دوست ہو لیکن پھر بھی وہ مجھ سے لوگ بیزار ہوتے ہیں یہ کیا وجہ ہے See less
520,Koi group ka asa admin jis ko po*n addiction k bary mukamal jankari ho or shadi k bad kesy is chez sy bachna chahiye to plzz mujy comment kary taa k me jankari hasil kar sako
521,Bhai challenge ka aj 7 day hai aur thakawat aur neend bahut ziada arhi hai
522,Miny 9 sal mashzani kee or ab challenge ka 17 din complete honay Walee hy aj meny apni biwi sy phone pa bathi kee or Pani khod nekal gaya bena had k kia is sy challenge tot jata hy ya challenge ma koyee masla ata hy please guide mee or mera age hy 23 years
523,"Let's welcome our new members!
تلاشِ سکون
,
Muhammad Qasim Taimouri
,
Mustafa Sultani Sultani
,
Muhammad Bux Keerio
,
Muhammad Akmal
,
Asadullah Rauf
,
Balochi Shahzada
,
Kamran Khan
,
Saad Habib
,
Khan Arshad
,
Ch Kashif Basra
,
Azhar Ali
,
Assam Awan
,
Hani Noor
,
Bwo Bwp
,
Zubair Muhammad
,
Ahmad Mughal
,
Sarfraz Ahmad
,
Ayub Khan
,
Hafiz Hameed Dardmand
,
Izhar Ahmad
,
Mian Saood
,
Asif Marwat
,
Syed Muhammad Raza
,
Kamran Niazi
,
Fahad Malik
,
Xasam Àli
,
Abdul Basit
,
Ali Khan
,
رمضان انصاری
,
Hafiz Majid Mahboob
,
Jawad King
,
Rana Sunny
,
Nazakat Hussain
,
Amir Khan
,
Bunny Bou,
Ai Technologi
,
Katty Perry
,
محمد شہزاد
,
Mdzeshan Zeshan
,
Badshah Khan Wazeer Khan
,
Abdul Qadir Rihan
,
ہاشم رضا
,
Usama Ali
,
Awais Meher
,
Meera Baloch
,
Adnan Khan
,
Shazain Shazain
,
ابو اسرار
,
Shehzad Yousefzai
,
Abdul Rasool Jakhrani
,
ٹوٹا دل
,
M Iqbal
,
Tamacti Jun
,
Jasan Roi
,
Masoom Shahzadi
,
Muhammad Hamza
,
Tahir Nawaz
,
Pervez Shoro
,
Aliyan Ali,
Abdul Rab
,
Fazal Ur Rehman Awan
,
Rabi Ul Aziz
,
Bahawal Sher
,
Amir Sajjad
,
Shahid Shahid,
Urooj Shah
,
Mahar Imran
,
Zar Mudassar,
Sheharyar Saleem
,
Faraz Khan
,
HuzÂifä Mälik
,
Aysha BiBi
,
Ahsan Khan
,
Jamshed Alli
,
Asad Ullah
,
Javid Aryan
,
Shamas Bazmi
,
Zohaib Tariq
,
Kháßt Kœkø
,
Rubina Fhrhan
,
Afghan Khan AfGaan
,
Hajeebullah Hajeebullah
,
Abdul Haseeb
,
Suhail Khan Sami Khan
,
سفر حیات سفر حیات
,
Nadia Zahid Jutti,
Munib Mohsin
,
M. Hammad Mustafa
,
محمّد صدرالدین
,
A Samad Ogahi
,
Maryam Naaz
,
Tariq Javed
,
Muhammad Bilal Janjua
,
Aslam Ali
,
Sardar Hamza Yousaf
,
Ghulam Jan Malik
,
Shoaib Usman
,
Nawab Zada Mughal
,
Fazil Khan
,
Arshad Kamal
,
Fayaz Mughal
,
Muhammad Saqlain
,
Nisa Assd,
Abdullah Khan Bhatti
,
Amjed Ali Amjed Ali
,
M Shahid Waseem
,
Saoud Amin
,
Itx Haya,
Amjad Ali
,
Warisali Waris
,
Muhammad Bilal
,
عاطف چوھدری
,
Muhammad Hussain
,
Anees Khan
,
Gum Naaam
,
Perviaz Ali Gudaro
,
Huzaifa Rashid
,
Muhammad Imtisal
,
Shah Meer
,
Aryan Ali
,
Umer Farooq
,
Iqra Khan
,
Umar Wattoo
,
Adeel Ali
,
Wajid Ali Abro
,
Rao Rizwan
,
Ehtesham Ul Hassan
,
Hafiz Basit Abbasi
,
Zahid Safi
,
Hassan Khan
,
Talha Ikram
,
Ahmed Ahmedkhan
,
Adeel Ahmed
,
Ikram Kami Ikram Kami
,
Mustufa Waheed
,
Zahid Khan
,
Farzana Leel,
Haseeb Ali
,
Adnan Bhatti,
Mian Rizwan
,
Wahid Ali Abbasi
,
Shbnam Shbnam
,
Shoaib Ali
,
Muhammad Mazahar Naqshbandi Mujaddidi
,
Haroon Shahzad
,
Muhammad Kashif
,
ام آئرہ
,
Shakoor Khan
,
ثناء آللہ اسماعیل خیل
,
Munir Ahsan
,
Ameer Tariq Nazir
,
Raja G
,
Wajahat Raja,
Noman Rehan
,
Aashiq Khan
,
Shoaib Shoaib
,
Hamza Bhatti
,
Jam Moin
,
Sikandr Rk
,
Fawad Khan
,
Khalid Khan Bhatti
,
Saif Ali
,
Amir Said
,
Irfan Gull
,
Yasir Hakeem
,
Talha Rajput,
Hafiza Ayesha
,
Ganda Banda
,
Rizwan Ali
,
Daud Afridi
,
Ali Hussain Academy of Health Sciences & Technology Sialkot
,
Nisar Khan
,
Best Tipu,
Kaifi Khan II,
Dilawer Khan
,
Syed Ahmad
,
Sami Sam
,
Sarah Gulshan
,
Faisal Khan
,
دواخانہ بن ناصر
,
Husnain Ali Chishti
,
Raja Asrar
,
Mulaika Qamar
,
Mir Talpur
,
Muhammad Khan
,
Sohail Ahmed
,
Kamran Sohail
,
Haris Ch
,
Eda Galicia
,
Khan Balocch
,
Zakir Ullah
,
Aysha Abbas
,
Khizer Abbas
,
Ali Jan
,
Mohammad Abdullah
,
Farman Ali
,
Rashid Mughal
,
Amna Rane
,
Alee Badshaw,
Malik Ashir
,
Markiaz Khan
,
Tahir Iqbal
,
Sundal Shamim
,
Imran Khan
,
Hasnain Chishti
,
VI Ki
,
Rana Muhammad Tanzeel Sarwar
,
Umair Lashari
,
Nofap For Boy Addiction 
,
Jamad Anjum
,
ريحان علي ڪلھوڙو
,
Shahzad Khan
,
Shair Rehman
,
Aliya Khan
,
شازیہ ملک
,
Zaynab Gul
,
Humna Choudhary
,
Allan Rakah
,
Imran Thakr
,
Sarwari Afg,
Muhammad Abdullah
,
Ahmad Imtiaz Ahmad Imtiaz
,
رسکو لنیکوف
,
Asad Khan
,
Jannat Ali
,
Malik Irfan
,
Umair Waraich
,
Rashid Pathan
,
Nosher Ali
,
Talha Mehmood
,
قرا قوش
,
Saleem Ullah Noul
,
M Hamza Awan
,
Muhammad Umar Farooq
,
Muhammad Hashaam
,
Tahir Zaman
,
Saib Butt
,
Saad Khan
,
Aaron Jansen
,
Muhammad Hashir
,
Sohail Seo
,
Junaid Rajpoot
,
Muhammad Tariq Tounsvi
,
Choudhary Muhammad Nadeem
,
Ayaan Abbasi
,
Junaid Hassan
,
Itz Khan
,
ملک صاحب
,
Arshad Khan
,
Qadeem Khan
,
Jani Jani
,
Asif Javed
,
Sher Afgan Qarni
,
Mental Larki Pagal
,
M Saqi
,
Sabir Shahbaz
,
Ubaidullah Babar
,
Zm Kahn
,
Jiya Ali
,
Zahid Riaz
,
Kaif Khan
,
Danish Khan
,
Ik Khan
,
Khalil Khalid
,
Hameed Khan
,
Naveed Anwar
,
Muhammad Luqman
,
Choudhary Brand
,
Shalam Khan
,
M Irfan
,
Farri Farri
,
Muhammad Ramzan Pardesi,
Shoukat Ali Wafa Khan
,
Rizwan Khan
,
Hulak Badshah
,
Mughal Dost
,
Muhammad Rizwan
 See less"
524,"Sir phla mujy ak màsla ta mujy barà pésab krtà wakat krtà atà ta pher ahata ahta wo tek ho gya lkn ab yà màsla ha k kabi kabí chótà pésab krtà ho to pésab k ßath hi mix ho jata hn katra halqa sa nafs ma jalan masós Hoti ha or pher chótà pésab k ßath mix hó jata hn phla bht atà ta ab ak ya 2 katra pésab k ßath míx ho jàta hn ór wo chótà pésab jasa hi hota hn sàfad hon jasa ni hota 
Sir pléaßé mujy gàvde k day kia krna Chaya chlànge ka 10 day ha."
525,bahi aj taqriban 20 se zeda din hogy ha 3 din se bemar ho sehat nhi sai medican bi le ha koi frq nhi na koch khany ko Dil krta ha or jism se agg ki thra seak niklta ha or na hi koi Kam krny ko dil.krta ha ab me kea kro k sai ho jao madican bi asr nhi kr rhi numman bahi
526,Assalam o alikum...me pehli dafa SE is group me post kr Raha hn.meri age 33 ha aur unmarried hn...me pechle 6 sal SE porn jese guna me parra hua tha...khud KO bohat barbad kr Lia ...lakin ye latt neh ja rahi thi..GR wale shadi Ka kehte Tu na kr deta Dil me darr Beth Gia ke me ab shadi ke qabil neh Raha ...nafs bilukl neh khhara hota tha...na morning me ....phir me ne ye group join Kia aur challenge start Kia khud SE larrna start Kia...bohat dafa challenge tota...har dafa kehta last time bs AJ lakin wo last time shatan Ka jaal tha bs...6 sal guzar gae pr last time neh AIA...tabiat ESI ho gai baat baat pe gussa health kamzoor ho Gai....me night duty Krta tha neend pori neh Hoti thi din me...aur din me room me Akela hota tha......phir MERI duty change hui Kisi waja SE din me a Gia yahan SE Allah Pak Ka karam hua ....din ki shift namaz parrti thi Tu me bi Jane laga un ke sath ...tanhai Ka time neh milta tha ..Dil Krta ke video dekhon pr kio Moka hi neh milta tha ese krte 15 din guzar gae ...phir me fajar ki namaz pe bi Jane laga..namaz parrta phir ground me walk pe Nikal Jata Tu mind change hone laga Allah Ka darr peda hua Dil me aj 50 din ho gae Hain me ne kio video neh dekhi na porn dekhi na mushtzani ki ha...ye 6 sal SE pehli dafa hua ha moje ab gussa bi neh ata ...mind positive sochta ha me thek hn me thek ho Juan ga aur shadi Ka bi irda banta ja Raha ha ....Dil me bohat khayal Ata ha Mera Tu nafas neh kharra hota moje shwatt neh ati phir khud KO tasli deta hn ho Jaun ga thek saber kro saber kro challenge neh torrna bs....namaz parrta hn Allah SE mafi mangta hn Allah zoror MERI help kare ga...ik zorori baat bohat Dil Krta ha sometime video dekhon porn dekhon pr kehta hn Dil SE AJ rehne do kal Dekh Lena kal Dil kare Tu kehta hn khud SE 5 din rok jau phir Dekh lain ge...me Akela neh rehta ab ...doston me rehta hn thorri bohat walk exercises room me hi krta rehta hn....jaldi sota hn phone Kam use Krta hn ...mere borthers SB ap bi kr sakte ho bs Allah SE jorro aur khud SE larro..... Allah SB KO himmt de... insha'Allah JB tk MERI shadi neh Hoti me challenge pe Datta rahon ga ...bs Dil me ap thaan lo ap thek ho jau ge ...SB thek ho ga ...Allah Pak HR cheez pe qadir ha ... See less
527,Mera ek sawal hai jab insan bohot din m.z nhi karta wo bilkul sex se bhar jata hai ab thori si porn wagera dekh leta hai to wo discharge ho jata hai bina haat lagay ab wo shadi wali raat ko bv k paas jayga or boso kinar karega wo to ussi me farigh ho jayga mere sath kuch aesa hi tha phele porn dekhte huwe farigh ho jata tha or mujhe abhi b yahi lagta hai shadi wali raat bv k pas jate hi farigh ho jaonga ye bimari hai kiya chelange se sahi ho sakta.hai
528,"AoA omed hai kheryt sy hongy.
Mera swal ye hai k jab my masturbation krta tha toh phir mery lips aapas my chepak ty thy aw subah ot tha toh lips py white seee layer bani hothi thi moonh ka zaiqa bhi khrb hotha tha  serf subah utny k bad brush knry k baad tbyt theek hojathi thi or esky sath sath utthy he naak bhi band sir my drd hotha tha .
Ab Mera asli swal ye hai ab shadi k bad bhi yahi halat h jbky ab toh my humbistri krta Hun .
Bhut zyada pareshan Hun subah ankh khul thy ye tbyt itni khrb hothi hai k may Allah sy kehta Hun k kaash Raat he na aati or my sotha nai .
 See less"
529,"اسلام علیکم
پیارے بھاءیوں جن لوگوں کو معدہ کا مسلہ ہے یا گرمی میں گرم چیز نہیں کھا سکتے تو ان کےلیے ایک حل ہے جو میں نے آزمایا ہے
کچھ لوگ ہوتے ہیں میں نے آزمایا ہے میں اور میرا ایک دوست ہے ہم بہت اچھے دوست ہیں 
جو میرا دوست ہے وہ رات کو پیزا کھاتا ہے اور ہم سب سے زیادہ کھاتا ہے وہ بھی گرمی میں اور پھر اوپر سے چاۓ پیتا ہے تو اسے کوئی احتلام نہیں ہوتا وہ فٹ رہتا مجھے احتلام ہو جاتا
بتانے کا مقصد یہ ہے کہ ہر انسان کا معدہ الگ الگ ہوتا ہے 
اگر آپ گرم چیزیں جیسے ڈرائ فروٹس وغیرہ گرمی میں نہیں کھا سکتے تو صرف ملک شیک اور کیلے، دہی کا استعمال کرنا شروع کر دیں کوئی نقصان نہیں ہو گا! See less"
530,aj meri shadi ha lekin 3 din se shehwat feel ni ho rhi challenge ko 40 days hai .Kindly give some beneficial suggestion
